"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YAL049C",247.681198023685,0.300000000645048,0.178080782214585,0.0768047125144608,0.158555988923551
"YAL051W",107.034627148836,-0.696661052326765,0.209346849648372,0.00037582089056397,0.00177828900757333
"YAL053W",174.366094748089,-0.136575175880913,0.236715365712209,0.526749705156993,0.667477522241443
"YAL054C",115.427187453001,0.070978461499803,0.24038775853605,0.747362681095905,0.840769697074341
"YAL055W",41.0564089947481,0.381646657610506,0.395703949715736,0.215046835878788,0.349253401119404
"YAL056W",220.589887011394,-0.806537809835688,0.236521430680565,0.000223203961063373,0.00113254639647645
"YAL058W",21.9940533657574,-0.126018740009782,0.367268523687574,0.659431994162293,0.779193049233395
"YAL059W",26.5376754366921,0.118064904071706,0.319151849692386,0.662206006091297,0.780405654935029
"YAL060W",307.917817944595,-2.26582022322544,0.26110495523036,3.31474867200959e-19,1.71848100717576e-17
"YAL061W",169.495525636895,-1.67775079622644,0.194515584167667,6.92309179895918e-19,3.55823045736161e-17
"YAL062W",71.632531836247,0.86799148705996,0.285327181758084,0.000707497144635862,0.00308340495344957
"YAL063C",36.4568542082585,-0.466329428459955,0.281422050268205,0.0600208579375023,0.130267329822857
"YAL063C-A",0.205103223753382,-0.0652303821121544,0.597625393130737,0.611488290449569,0.740693455436881
"YAL064C-A",0,NA,NA,NA,NA
"YAL064W",0,NA,NA,NA,NA
"YAL064W-B",0,NA,NA,NA,NA
"YAL065C",4.60185200218014,1.05815465265965,0.899550036851585,0.0295039641587896,0.0738776288595983
"YAL067C",60.6998134661586,1.40706648901981,0.268071363500211,2.24049080058855e-08,2.83242431220484e-07
"YAL067W-A",0.588605038435322,-0.0813241293440348,0.583903721238593,0.515408038593763,0.657296839806634
"YAL068C",1.73162442971762,-0.458424982688789,0.824245785581599,0.0401637594526717,0.0942741471877279
"YAR002C-A",109.017275495135,1.44929371722069,0.228831777510444,3.36326333343101e-11,6.8670465732588e-10
"YAR002W",55.3684921662067,-0.0615713269017289,0.250436807085668,0.78522663518857,0.868556808718786
"YAR003W",46.0166523887282,0.132134146325837,0.259819189021186,0.573178296741275,0.709569976156869
"YAR007C",95.7474098990496,0.324109121445378,0.245045174676259,0.145906721686134,0.260525868431486
"YAR008W",30.4309251437438,0.251412658935925,0.29144531473153,0.325035974332254,0.472419424419526
"YAR009C",0,NA,NA,NA,NA
"YAR010C",0,NA,NA,NA,NA
"YAR014C",68.484785124021,-0.119197535839404,0.219355878787493,0.557810005506153,0.695599927384999
"YAR015W",117.42511564193,0.839220952478141,0.207417819813422,1.7542290986205e-05,0.000122181236985695
"YAR018C",12.0756416996402,0.641783508897866,0.436156681272242,0.0547181652709597,0.121500819867956
"YAR019C",38.5208590604087,-0.6925255072753,0.27359011274456,0.00483520026235425,0.0161770280382469
"YAR020C",1.47042648143856,-0.00383382168466156,0.546358776405813,0.984939718927269,0.995627433747775
"YAR023C",9.91660351847157,-0.36620135835697,0.432895292144071,0.244103438847799,0.384401664662065
"YAR027W",24.5909458350183,5.68340670789539,0.845053306897435,2.11665381704197e-11,4.41240911091056e-10
"YAR028W",2.84182321184126,4.18244611307848,2.36689512932977,0.000681187490738178,0.00298182071936932
"YAR029W",1.52147021148778,0.500041791760837,0.845080804133545,0.0533706659224233,0.119398090142397
"YAR031W",0.0749827774935458,0.0434687517525106,0.594640952504522,0.813154672068306,0.889191877880934
"YAR033W",1.26624071582701,0.728304369843303,1.3552554098495,0.0113477645610424,0.0333277696122831
"YAR035C-A",0.812695036248749,-0.00510438879351212,0.577857905177443,0.998971736481269,0.999816106669034
"YAR035W",9.6822597381496,2.26867366194436,0.789241770432136,0.000284568840943493,0.00139065527025009
"YAR042W",113.698748103991,-0.968730340951346,0.22738940522483,5.65136901530231e-06,4.37009884166438e-05
"YAR050W",49.2756984506148,-0.317686231912642,0.278774926451986,0.195009028439865,0.323856219375621
"YAR064W",1.57637812736403,-0.467454058816503,0.796929119086894,0.0749712253381407,0.155687372158131
"YAR066W",4.04936385550234,0.0981696705770665,0.489018459762492,0.731388432576127,0.828999588406629
"YAR068W",21.5762321851922,0.492036007943156,0.337445751810155,0.0814306140540298,0.165639481743475
"YAR071W",4.33494754730294,-0.0688452733450029,0.600487734156647,0.321826045504442,0.46901170454595
"YBL001C",248.484460338466,0.408860677492307,0.205238648653421,0.033537835307504,0.0816799730814292
"YBL002W",353.892469655474,0.580047572195131,0.222280758366037,0.0048681308095889,0.016259829628442
"YBL003C",489.75821176598,0.302531542817414,0.147172055703317,0.0336502153718069,0.0818533594641832
"YBL004W",269.425397157826,-0.412298848807142,0.201223315480156,0.0285403587678813,0.0716754924069537
"YBL005W",58.3303543615317,-0.392364106091344,0.237430605368605,0.069857882002198,0.147494897585237
"YBL005W-A",2.44957959664422,0.0549891537352061,0.59458528084462,0.525760895901061,0.666493196337655
"YBL006C",81.3979793333455,0.484896526006457,0.215007095129393,0.0153650042468717,0.0430277854954669
"YBL007C",291.561591213842,-0.728305130296794,0.184505454319323,3.26190466866776e-05,0.000211638365017071
"YBL008W",52.4458609865519,0.012025715297951,0.252339954990992,0.958983754130518,0.983006788915656
"YBL008W-A",1.39563907600888,-0.216916297088983,0.614695137808948,0.271110753723443,0.41470567782598
"YBL009W",20.6248709741454,0.227234729137466,0.361615729709476,0.432158929819918,0.58049458981176
"YBL010C",22.8406465120394,0.0657343008783684,0.304385506507627,0.803593682898812,0.881189173706587
"YBL011W",117.253033382256,-0.484505198775313,0.28249585346634,0.0517181068090116,0.116224407386101
"YBL013W",5.00997927015248,-0.498367090243934,0.601300542074065,0.148475871737703,0.264321632517224
"YBL014C",57.861972761835,-0.591228115381832,0.254148275218122,0.0100042133144182,0.030032789416194
"YBL015W",376.58169030984,1.51487185299104,0.212885324315406,1.5149261650735e-13,4.12419625395809e-12
"YBL016W",27.4139833483624,0.351005420605656,0.303537503749628,0.1798585784116,0.304995327162882
"YBL017C",427.104724937651,-0.19885526359767,0.185759402857928,0.2585870824368,0.400336584130928
"YBL018C",33.7223684654261,0.316317581143948,0.2982683407001,0.224969796834433,0.36172328174943
"YBL019W",49.5067898053462,-1.03184681634429,0.270533012837568,3.26225524070258e-05,0.000211638365017071
"YBL020W",123.624580751232,0.30912608284713,0.212265358058098,0.117891271564446,0.220265672537521
"YBL021C",47.5082198039524,1.16501776984257,0.27684684696171,5.26029805304996e-06,4.10496033930417e-05
"YBL022C",392.321342770003,-0.454210023890914,0.159115519575958,0.00295106597625235,0.0106279514980187
"YBL023C",40.1240287905865,0.226892803638246,0.288691422770798,0.368422880561831,0.519398726391496
"YBL024W",82.5818212665534,0.50560140285754,0.220894391426569,0.0135749941353833,0.0388732540994983
"YBL025W",15.936338277559,0.152663950404322,0.376746135021858,0.604244605514835,0.73475552479695
"YBL026W",45.5456752329307,0.385184370819903,0.325646007238098,0.163518803126871,0.284061510560141
"YBL027W",625.738880988698,0.67186144178629,0.147238648603392,2.43369832483566e-06,2.04362104403806e-05
"YBL028C",72.6418115085917,1.09174960581667,0.339079305092371,0.000274040257348588,0.00134693158640749
"YBL029C-A",121.79719859883,-0.464400444936599,0.262276347705553,0.0488084082962302,0.111024696780665
"YBL029W",367.865442914255,-1.02553772088667,0.315091214480983,0.000259478091982541,0.00128595875677465
"YBL030C",489.06128710183,1.18850133092954,0.15343473337997,1.90949735947254e-15,6.61885073091585e-14
"YBL031W",7.39153850442266,0.754271270184848,0.632450709222363,0.0584795471100824,0.127969100422455
"YBL032W",44.5008530443393,-0.0306905902120685,0.274679042161992,0.898689835500406,0.945118320270315
"YBL033C",201.82445821244,0.563660526861689,0.215088669530459,0.00492348863591372,0.016389636654002
"YBL034C",91.4621155204156,-0.0923963897352915,0.211416002174981,0.639339684911451,0.763570352852979
"YBL035C",30.1276038202215,0.114156052667406,0.281888983803791,0.646348938961061,0.768707834447605
"YBL036C",107.919382604115,0.162585147998935,0.208780351643702,0.406868542186416,0.557515570791867
"YBL037W",35.2346639525014,-0.286216567886701,0.279069119903427,0.24343036643243,0.383747182620347
"YBL038W",159.657517780843,0.882654278228038,0.255718724743351,0.000175002526901813,0.000919264374791724
"YBL039C",45.7934956094549,0.253319204395284,0.321621138019328,0.351367339560876,0.500921109149197
"YBL039W-B",42.3286658959954,0.13771941153141,0.303971856831063,0.598657585516905,0.729714670486169
"YBL040C",88.8848221212908,1.09101718353584,0.217368128235626,1.21310315504603e-07,1.33935574266378e-06
"YBL041W",461.517983586851,0.507452211151151,0.164824462692307,0.00132174672146698,0.00531731035990966
"YBL042C",74.9435825484912,-0.288497629166072,0.234669027000003,0.179172107357059,0.304164038742251
"YBL043W",120.233888676181,1.4585451225155,0.278119717914103,2.24237550379183e-08,2.83242431220484e-07
"YBL044W",0.567213940146963,-0.0566336817920389,0.584868193560933,0.73582261159733,0.831969355270867
"YBL045C",989.541326763329,0.36933257799813,0.118932222545982,0.00150312688325454,0.00595853888162471
"YBL046W",39.6380203548546,-0.865531949758156,0.286018641969269,0.00075904621024383,0.00327218619340109
"YBL047C",386.085289165791,-0.64497951544397,0.163150254082047,3.7520493841055e-05,0.000237722831328767
"YBL048W",190.775043759305,-2.6601490201779,0.236354023631022,1.0711061420201e-30,1.22806438821612e-28
"YBL049W",281.611885339345,-2.62001489986708,0.192125639896716,1.26835233758358e-43,3.78095831833665e-41
"YBL050W",216.827807654245,-0.193274789851381,0.165785951442004,0.224152264991635,0.360975338244735
"YBL051C",242.61604331238,-0.739494071432425,0.216809502589007,0.00026677882179305,0.00131885185367343
"YBL052C",77.7241166947781,-0.152606190068709,0.340541625385327,0.586582928898605,0.720479485392147
"YBL054W",29.238172393504,-0.367359282016437,0.298811295084507,0.154438563504212,0.272415004618968
"YBL055C",41.8646382701641,-0.375938700466347,0.27091913755373,0.118429086243522,0.221201194293194
"YBL056W",178.40112940818,-0.367542337981016,0.220527618474038,0.0711862048953006,0.149757287786091
"YBL057C",42.4261934578447,0.592956178107335,0.286599694535218,0.0189869364138688,0.0510830843409233
"YBL058W",217.971427546699,-0.0535389279298706,0.179031035444952,0.753281908936006,0.845822399872034
"YBL059C-A",153.320981498128,1.11221985072798,0.254282173779648,2.74346972279133e-06,2.27807332691948e-05
"YBL059W",48.1739590270039,1.37556672179291,0.336487748296868,7.17284417495681e-06,5.38595679736682e-05
"YBL060W",56.2097209531652,-0.540939638220366,0.248893659263819,0.0169860476392373,0.0467116310079025
